Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-DX-A6YU	0	0	0.0107982798096998	0.221723282127218	0	0.0936080703122973	0	0.0368376885095924	0.0627443111319381	0	0	0	0.0125900045523226	0	0.122098064670044	0.410681432787957	0.0137222170956501	0	0.0106208404017662	0	0	0.00457580860151511	0	0.563154346775014	0.830218170316621
TCGA-DX-A6YV	0.00455847799519985	0	0	0.0228025991255044	0	0.199300745093895	0	0.0118289252183492	0.0800904531638701	0	0.00747946295316371	0.0571810823917574	0.0345215179100366	0.370395966935058	0.0120481692774119	0.17023405166886	0	0.00491243933603926	0.0246461089308548	0	0	0	0.1	0.112905871740393	1.0689411727325
TCGA-DX-A6YX	0.00566581735394154	0.000713367266147041	0.00129347673101046	0.0433558545693222	0	0.208044285266518	0.0284602502805519	0	0.0663125735264663	0	0.0449501782438798	0	0.0181184677346249	0.169557916507259	0.00803010305250609	0.359669986414656	0	0.0151896297110401	0	0.0300701690716113	0	0.000567924270465627	0.00700000000000001	0.290888931901362	0.971949875993519
TCGA-DX-A6YZ	0	0	0.000248100811390227	0.0522562570673242	0	0.138784022213814	0	0.0210262914396519	0.0142487907139632	0	0	0.0167128763502864	0.0331096328288365	0	0.0532279048502195	0.398830803358844	0.0165043989071271	0.0263783056687264	0.228672615789816	0	0	0	0.005	0.350202314656263	0.939658681521025
TCGA-DX-A6Z0	0.0489997922603452	0	0.0108038029528145	0.132452701151129	0	0.0739393806312624	0.00963885741586704	0.0400497056326595	0.102089147792929	0	0	0.00265296867353658	0.00135632085440463	0.00486566844308711	0.123623736504041	0.299026840150343	0.0020108400956931	0	0.148490237441889	0	0	0	0.018	0.222419188086682	0.995109595481278
TCGA-DX-A6Z2	0.0145871163294165	0	0.00709679838839352	0.170981148285226	0	0.237953410746855	0	0	0.0838910135698167	0	0	0.0421136256154734	0.0550318783926469	0.0354944268990518	0.0816732382484992	0.141670305249391	0.0190038015212367	0	0.110503236753993	0	0	0	0.00700000000000001	0.299801758858482	0.964248756592834
TCGA-DX-A7EF	0	0.0332774315923632	0.0112126476716923	0.00389259862900264	0	0.130360806758978	0.0135561305489243	0.0244107990941941	0.0300879344398443	0	0.0148385861421323	0.00771383951890273	0	0.373994677979411	0.0589751605230546	0.253454057507334	0.00197700969575786	0	0.0422483198984087	0	0	0	0.004	0.375335899238378	0.937402739668225
TCGA-DX-A7EI	0.0927066821255807	0	0.0863386694988297	0.18926464790432	0	0.205443066568951	0	0.110233918892261	0.0480201015981565	0	0	0.0204564320006349	0.00612825907593809	0.0300815572370562	0.0720352108886934	0.10388284957423	0	0	0.035408604635348	0	0	0	0.018	0.222396867993046	1.00870342481813
TCGA-DX-A7EL	0.0418468571003151	0	0.0222899108242927	0.343139882148315	0	0.0892363982076547	0	0.052748164722784	0.0608954914735424	0	0	0.0132397638096182	0.00492818256423123	0.0088817315074548	0.121719374165377	0.124684232836747	0	0	0.115847560598697	0	0	0.000542450040971488	0.097	0.116172873713562	1.06034657410101
TCGA-DX-A7EM	0.0241888774121333	0	0.0125335828617117	0.160694108882452	0	0.21296392717324	0	0.0248446379880781	0.0384293038609592	0	0	0.0261796643360434	0.0297673697376885	0	0.0757350178074841	0.258492482212455	0.00578940958375064	0	0.130381618144004	0	0	0	0.00600000000000001	0.325108564742732	0.950256100276977
TCGA-DX-A7EN	0	0.00430219594253123	0	0	0	0.101908151191346	0	0	0.0550593944473682	0	0	0.0734083423516697	0.0106293581853343	0	0.0703615015170166	0.340760807381585	0.0199889467612882	0.0559528633261288	0.267628438895732	0	0	0	0.383	0.0293639644121446	1.08028595520696
TCGA-DX-A7EO	0	0.0286147213345745	0.023261101022213	0.152929352926773	0	0.261020633653947	0	0.00380222139978094	0.143490431500638	0	0	0.111476680444942	0.0627442233377128	0.107167536752287	0.000529888746002596	0	0	0	0.10496320888113	0	0	0	0.941	-0.0300626268948079	1.13462084448427
TCGA-DX-A7EQ	0.0558375233915222	0	0	0.0444341894162151	0.00918201673171272	0	0	0	0.0212451312279722	0	0.0502781824830283	0.0244842927875537	0	0.318690469114479	0.0101932112041627	0.429109047580023	0	0	0.036545936063331	0	0	0	0.264	0.0513642853156287	1.11757354844592
TCGA-DX-A7ER	0	0.0745759416208317	0.031123380029345	0.0204632297868578	0	0.193473875004263	0	0	0.149427620067957	0	0.172429958546128	0	0.0782610110032999	0	0.0159042262228524	0.101114115203282	0.0246510708125992	0	0.117979848685866	0	0.0205957230167174	0	0.821	-0.0197384445522565	1.09391390488853
TCGA-DX-A7ES	0.0693537527003061	0	0.318061692040751	0.0823811822590052	0	0.0490663609243315	0.00403572198925599	0.022686955193298	0.0412650703708394	0	0	0.0703062013058766	0.0177878001624569	0	0.0476429414752047	0.210261411584837	0.00448029152196027	0	0.0511250107286266	0	0	0.0115456077432505	0.002	0.479300172990081	0.877609171513225
TCGA-DX-A7ET	0	0	0.0161099353806959	0.245312020230612	0	0	0.0498443602484313	0.0539095621121279	0.0992602638317892	0.0462690048513808	0	0.0136167884453687	0.00256295609655564	0	0.167363605545751	0.266447849228931	8.5956502227509e-05	0	0.0392176975261291	0	0	0	0.004	0.368360655775155	0.936567949254621
TCGA-DX-A7EU	0.0208030516427052	0	0.00419349907332226	0.0613923535497829	0	0.109485753942926	0.00613494887566818	0.00563763965275771	0.0355481380117999	0	0.00427360242916946	0	0.0761403391963092	0	0.0879104749163353	0.537046788930356	0	0	0.0514334097788674	0	0	0	0.004	0.375023569742754	0.931583554099636
TCGA-DX-A8BG	0.0236176298318368	0	0.0551393962376733	0.344669239234827	0	0.0885847788509287	0.00242363886579547	0.0726192340718983	0.0691669095555316	0	0	0.000509930460085359	0.0411714531990553	0.039857280544338	0.124133983317616	0.115953464713539	0.00896606569392151	0	0	0.0131869954229534	0	0	0.03	0.18797012812687	1.03008051195678
TCGA-DX-A8BH	0	0	0.0368011713249097	0.24920176249155	0	0.0594341994070275	0.0673876114700682	0.0507218470312435	0.0457388955587407	0	0	0.0556231569031268	0.0382273909317808	0	0.0894687289833577	0.211349076963358	0.0301186032114876	0	0.0612053359416761	0	0	0.00472221978167329	0.069	0.142573686057079	1.03141024458313
TCGA-DX-A8BJ	0.00443364398988924	0	0.00937541378439759	0.0234493683943079	0	0.12619852764294	0	0.0303469802676584	0.0854534229375033	0	0	0.0151552968218465	0	0.401684485002363	0.0421424732083406	0.241586185234024	3.71589087071677e-05	0	0.0201370438080223	0	0	0	0.004	0.357669340383138	0.950855422948956
TCGA-DX-A8BK	0	0.00928576958812027	0.0101034062574165	0.10676716628449	0	0	0.06320625198702	0.00809613316184724	0.0574068756908609	0	0	0.0155525194328266	0.0237638872048581	0.0190216125990769	0.0423900008566916	0.560084443038961	0.00320214688402771	0	0.075055401417468	0	0	0.0060643855963353	0.004	0.377749602728181	0.929797319150518
TCGA-DX-A8BL	0	0	0.185327604341068	0.177284911277019	0	0.080595805503716	0	0.0411718687015501	0.152304703939676	0.028175618370579	0	0.016896583398912	0.00589413189560556	0.00733506571470892	0.0882390070988439	0.171040375918407	0.00862789067657776	0.000854148813969226	0.0362522843493681	0	0	0	0.01	0.27488399869332	0.979199513795067
TCGA-DX-A8BM	0	0.00345179419018523	0	0.0502585648498483	0	0.227255563180765	0.0210189519131094	0.0044191410062746	0.0134152297057577	0	0.0140003879807469	0.0266013867878047	0.0760912844967278	0	0.118370354242229	0.397607822782214	0	0	0	0.046172418392395	0	0.00133710047194326	0.056	0.155818879932136	1.03176409017668
TCGA-DX-A8BN	0.00305149130336372	0	9.16731232203077e-05	0.0201511517107832	0	0.0566321462119533	0	0	0.02325103008771	0	0.0543090287569066	0.0082866299660368	0.156164511213451	0	0.00215483540631676	0.608354304990363	0.00127738925057841	0	0.066275807979317	0	0	0	0.018	0.223267219380236	1.017247065111
TCGA-DX-A8BO	0	0.0117882195301633	0.00261745813058526	0.0432707330004373	0	0.064771761903895	0.0377918849764982	0.039570436527593	0.0809738865915129	0.00966067336699908	0	0.00294370605743261	0	0.00324290424789642	0.0518500808239058	0.480354306875131	0	0.0715660717060037	0.0942183129910239	0	0	0.00537956327092299	0.00600000000000001	0.308115289905466	0.959901291333015
TCGA-DX-A8BP	0.00294420963446459	0	0.0111886131492026	0.339280098867965	0	0	0.1389679371311	0.0433266840953841	0.0337169820649443	0	0.0105561028607654	0	0.00924597355878612	0.0522661536096721	0.11977752903214	0.21721728361382	0.0156442295151077	0	0.00336591367682773	0	0	0.00250228918981959	0.00600000000000001	0.320441081567131	0.957935925596848
TCGA-DX-A8BQ	0	0	0.0268287499434299	0.292710837414535	0	0	0.0195278614241174	0.0772252685702112	0.0589803985815842	0.00481980508225089	0	0.0300723306887698	0	0	0.0986773694733578	0.300930194146206	0.0214575073921461	0	0.0687696772833918	0	0	0	0.004	0.36925906194511	0.931966605014077
TCGA-DX-A8BR	0.0112722537642949	0	0.0102273972330982	0.0231465500558268	0	0.00893807627832156	0.0227616455962155	0.00482401108919151	0.0335187757042517	0	0	0.00265732756202492	0.0103798184879824	0	0.047592740792873	0.694386351239595	0.00831567680022639	0	0.109855805153911	0	0	0.0121235702421869	0.004	0.383620402798859	0.936088337329176
TCGA-DX-A8BS	0.0024447996180266	0.00109481603878358	0.00314849348878043	0.0392901170043944	0	0.119354613831278	0	0.0201573095660524	0.0556093756250547	0	0	0	0.0156991565020657	0.243856499183021	0.0305610041120638	0.432402490748505	0	0	0	0.0284990339067442	0	0.00788229037522995	0.004	0.386275772949006	0.932161749489193
TCGA-DX-A8BT	0.0532433837365408	0	0.003388787089848	0	0	0.108128644441745	0	0	0.0636025343215902	0.027747285907767	0.0611870539692995	0.00161647427238761	0.0159905394049305	0.107406848159339	0.0533770430470125	0.431282719570579	0	0	0.0730286860789602	0	0	0	0.00600000000000001	0.326809287921406	0.951815800365086
TCGA-DX-A8BU	0.05964460328511	0	0.0265989699578739	0.132666963423702	0	0.192252234055359	0	0.0452146784285488	0.0845028770598481	0	0	0	0.00198028531246584	0.10736992703472	0.044956030459035	0.286797304814604	0	0	0.0180161261687328	0	0	0	0.079	0.12878791116455	1.04061944672964
TCGA-DX-A8BV	0.00321598798716244	0.000289518061444435	0.00291088794784275	0	0	0.0614640576543609	0.00322560065303553	0.00742502892491281	0.0477335575322407	0	0.0356359906227466	0.00593317026635436	0.0415116787697117	0.205123031330159	0.0433548174027938	0.508717679803025	0	0.0103726227780997	0.0230863702661103	0	0	0	0.003	0.430904877925158	0.908131988616536
TCGA-DX-A8BX	0	0	0	0.00811577050651361	0	0.0951287920714032	0	0	0	0	0.00410093005865096	0.004954684128332	0.165761736107541	0	0.0399996350474668	0.676868625880783	0	0	0.00506982619930965	0	0	0	0.003	0.410177528497772	0.924655010860694
TCGA-DX-A8BZ	0	0.0104524405301633	0	0.00801761979033596	0	0	0.00419305169574254	0.00509360382267294	0.0126082259526272	0.0122757114314717	0.00181203867690109	0.00374214913588702	0	0.293930178221746	0.00100152676206275	0.612489164361024	0	0	0.0343842896193657	0	0	0	0	0.654692802938002	0.756572501915925
TCGA-DX-AATS	0	0	0.00124002809116937	0.0437957577542218	0	0.0650348110846822	0.0280586465676484	0.027272390959401	0.0333251875216248	0.00440115460458141	0	0.00876200214598744	0	0.336686279453939	0.0188761309704555	0.346556385148119	0	0	0.0847020292740482	0	0	0.00128919642412211	0	0.696030297020881	0.738012580845082
TCGA-DX-AB2E	0	0	0.00793618518113453	0.20324050707959	0	0.0201307585570118	0.0734285414781485	0.000243444149911351	0.0246041583081966	0	0.035455971299647	0	0	0.227646910397284	0.0576382519039531	0.26653157195185	0.000221816977718128	0	0	0.0829218827155557	0	0	0.003	0.419957925173562	0.908208567876451
TCGA-DX-AB2F	0.00384127852824039	0	0.00392083329115324	0.0340396367010848	0	0.120825639152505	0	0.00412073587513335	0.0662327376110315	0	0.0368953739878097	0.025229351643238	0.110894759862342	0	0.0509277528051045	0.511809491186094	0	0	0.0215806592165108	0	0	0.0096817501397533	0.005	0.33363121822176	0.951546882509485
TCGA-DX-AB2G	0	0	0.0147680653770524	0.0390208031632983	0	0.12706678875362	0.0130312317444928	0	0.037706676836407	0.00738351155987147	0	0.00530095228755089	0.121344083469019	0	0.0672908538635316	0.523229588811509	0	0.00633188102413514	0.0375255631095127	0	0	0	0.123	0.0997094590731223	1.06149200578665
TCGA-DX-AB2H	0.0977234365319779	0	0.0110050400522865	0	0	0	0.0439965980545624	0	0.0454413331182642	0.171299777467989	0	0	0	0.445608679633404	0.0569822226696728	0.101641629684385	0	0	0.0243798199549739	0	0.0019214628324846	0	0.117	0.102279523749652	1.07992952297026
TCGA-DX-AB2J	0.00853903474856652	0	0.00462539796745245	0.0542566181392466	0	0.214676602824116	0	0	0	0	0	0.0567412948884713	0.0724775494393951	0	0.00846196136644967	0.450062217627692	0.0143066209843971	0	0.115852702014213	0	0	0	0.385	0.0290823506399019	1.07908976556283
TCGA-DX-AB2L	0.0155583272935987	0	0.0168880754214981	0.0562305134061119	0	0.0338391255051119	0.0261993922653889	0.0114282326056085	0.0659006336951038	0	0.0362457387721907	0	0	0.153999768587771	0.0171433009804094	0.540167887282818	0	0	0.0263990041843889	0	0	0	0.037	0.171342196893986	1.04123825764933
TCGA-DX-AB2O	0.0407054743726126	0	0.00878962388647454	0.195595466469541	0	0.136876429020865	0	0.0479964876565646	0.0573226236860062	0	0	0.0582581531552154	0.0102402235824106	0	0.100198291225184	0.277946766462473	0.00422377456558859	0	0.061846685917065	0	0	0	0.023	0.20860692864823	1.00696654381512
TCGA-DX-AB2P	0.0427117009447107	0	0.0277774426635131	0.00812116802397931	0	0.0594052387814236	0.0393876095276193	0.00960087496979269	0.0394070996719749	0	0.0561059825209026	0	0	0.307122985907608	0.035156262407164	0.316450835657509	0.00216100325938445	0	0.0538478845800372	0	0	0.00274391108438179	0.001	0.532590047438975	0.847271684299406
TCGA-DX-AB2Q	0.00416711302011249	0	0.0158088912569598	0.0544329078004308	0	0.269079813396981	0.0319078941949174	0	0.0395366927367068	0	0.0428636607548418	0	0	0.258749664921593	0.0974711389743706	0.145947027096381	0	0	0	0.0292896440236162	0	0.0107455518230884	0.0659999999999999	0.146715970516855	1.03984442500875
TCGA-DX-AB2S	0.0515640074954015	0	0.116039460104918	0.105879477167241	0	0.137097308405971	0.0153533663805207	0.0587881759283903	0.129422681050708	0	0	0.0379941184379475	0	0.0921874095068778	0.0916068919204597	0.120071904863699	0	0	0.0439951987378647	0	0	0	0.011	0.265836470334343	0.979359755752115
TCGA-DX-AB2T	0	0	0.00275565678814019	0.280103528182093	0	0.0937508022395431	0.0154597385490791	0.0444427505603985	0.0492735135078433	0.00707660515960812	0	0.0144991234111042	0.0358528036964998	0	0.0842348615488927	0.268105853140447	0.0417361219548939	0	0.0627086412614566	0	0	0	0	0.559026585763551	0.835495995277033
TCGA-DX-AB2V	0.0753840399744263	0	0.0052852577402893	0.0636309462922971	0	0.0855287072081598	0	0	0.0301407026947613	0	0.116436515200909	0.0143878856415149	0.00696599969737117	0	0.0242559132727795	0.418810839455374	0.0525996996526551	0.0499690948154997	0.0560477888222271	0	0	0.000556609531735744	0.028	0.192193708381797	1.00752964201067
TCGA-DX-AB2W	0.0237864431008826	0	0.0469670079147595	0.058337355261362	0	0.107645818838305	0.032658345573757	0	0.0258859960211557	0	0.0571984049405014	0	0.0224297322030798	0	0.017599457250063	0.536652485626675	0.000474701334332627	0	0	0.0650200538132752	0	0.00534419812185082	0.012	0.258145101770778	0.985833227657705
TCGA-DX-AB2X	0.000720907648597746	0.00432656072846202	0.000373611171153968	0.0282457148275943	0	0.0627557255513455	0.0211378248364625	0.00672181440242346	0.0597478224157051	0	0.0353047657185493	0	0	0.288464015523027	0.0068288932086673	0.463012070470878	0	0	0	0.0223602734971338	0	0	0.00600000000000001	0.31943513749054	0.976433689872509
TCGA-DX-AB2Z	0	0	0.00305422275840071	0.472344272293137	0	0	0.0285047648614924	0.0641474220385968	0.0401248846785782	0	0	0.0370470179090888	0.00156250155832931	0.115101173978295	0.0497805211581302	0.182768975251419	0.00339640701050448	0	0.0021678365040276	0	0	0	0	0.553528745074046	0.832344271966018
TCGA-DX-AB30	0.0512000568891348	0	0	0.0305837657080165	0	0.232230623290999	0	0	0.0544194414906418	0	0	0.0123786271570475	0	0.333774185689339	0.0556653230272271	0.136466098302963	0	0	0.0932818784446314	0	0	0	0.113	0.104441801361803	1.05880959564619
TCGA-DX-AB32	0.0463616239456824	0	0.0197787787074928	0.126771197836733	0	0.13956681694147	0.0343668166467658	0.0596434919509858	0.0858446350741327	0.0142020139451233	0	0.0147026230729078	0.00954953863723032	0.0429306033027133	0.140667591808867	0.250006360330504	0.0122207380073163	0	0	0	0	0.00338716979207552	0.003	0.458422895308018	0.887872601939958
TCGA-DX-AB35	0.0253374707842247	0	0	0.0455240628518849	0	0.158915954901895	0	0.00188749283451225	0.0387669652495741	0.00478673173541576	0	0.102260908200004	0.0218655930111709	0.00241193071605719	0.135161013435177	0.421252521574169	0	0	0	0.0377015050451376	0	0.00412784966077837	0.03	0.189249275966297	1.02440434526433
TCGA-DX-AB36	0.0140215790521087	0	0	0.0387309907905872	0	0.216030229318747	0	0	0.00106514415335614	0	0	0.0574654356796416	0.0243944160594183	0.312398564564156	0.0321755140138071	0.298369950840779	0	0	0	0.00534817552739896	0	0	0.097	0.115600036996636	1.06927926263197
TCGA-DX-AB37	0.00325554731586758	0.00105307676057915	0.0792875853079548	0.123737186069294	0	0.0954724683424863	0	0.0350981263511872	0.0498315982566595	0	0	0.0741836231828941	0.0490851922286747	0	0.0395513810350161	0.365916505099993	0.0142225047440527	0	0.0627042860782397	0	0	0.00660091922710034	0.0580000000000001	0.152736587912506	1.02158136341216
TCGA-DX-AB3A	0.0291527768462109	0	0	0.111714499990091	0	0.0795563271823338	0	0.00497691187205361	0.0534080087268333	0.0267600205610505	0.054031644743113	0.00966471209653798	0.0221763059085424	0	0.0931929572514706	0.451992707091545	0	0.0255542896444212	0.0378188380857968	0	0	0	0.079	0.128168401520129	1.04298190064885
TCGA-DX-AB3B	0.103202049571692	0	0.183650875856835	0.0375095138776948	0	0.0756407086913667	0	0.0801925780208106	0.0251753576140547	0	0	0.0641572097761767	0	0.172759774491088	0.0131080842420657	0.081059437482241	0	0	0.163544410375974	0	0	0	0.004	0.385050146849629	0.924161319871169
TCGA-DX-AB3C	0	0.000963673842999895	0	0.0248691033903766	0	0.362577312176674	0	0.00689936706683229	0.0523813625409262	0	0.020803835873297	0.0937482964412152	0.0536487815658476	0.157550812262821	0	0	0	0	0.215373851330594	0	0.0111836035084167	0	0.777	-0.0156325688336942	1.11269282249697
TCGA-FX-A2QS	0.0094761270482158	0	0.00656965736390734	0.10553462258333	0	0.221422771431686	0.0144527573173272	0.0457450420951423	0.028372945487022	0	0	0.00401295025109826	0.0434318767946251	0	0.167293562091171	0.285343825777248	0.0125796973275568	0	0.0443229689516621	0	0	0.011441195480009	0.099	0.113674985576518	1.05262277012296
TCGA-FX-A3NJ	0.0201806168691335	0	0.0194122913590777	0.0758942738534798	0	0.176598883552676	0	0	0.0677848928801505	0	0.0374734226376718	0.0193751261268947	0.0652810102150788	0.014688466558548	0.0661289616791201	0.0700813300549452	0.00317571556112638	0	0.363925008652098	0	0	0	0.08	0.125914664657472	1.04622423656542
TCGA-FX-A3RE	0.0466368482554007	0	0.00307720969643768	0.0114383811151892	0	0.0380438761204944	0	0.0869605383223485	0	0.00143890814754838	0	0.0519743288777573	0	0.299072467762279	0.0482849315025124	0.404640907694245	0	0	0.00843160250578798	0	0	0	0.016	0.232788898030074	1.0178563543675
TCGA-FX-A3TO	0	0	0.00420960192902772	0.0891188126372834	0	0.122563784786128	0	0.0416890864881347	0.044137965713505	0	0.0189790351565908	0.0066381210448199	0.0119735010302063	0.00338953339129809	0.0723086542736771	0.464128334786064	0	0.0903578717426929	0.0178421346277424	0	0	0.0126635623928303	0.071	0.13780999495142	1.04127394013097
TCGA-FX-A48G	0.0265517709249022	0	0.0324268319581799	0.11921660159045	0	0.0126110978277409	0.0252318471176251	0.0242687287822879	0.164468755472014	0	0	0.129023529119583	0.013915844547296	0.0103520198813226	0.0350500313380815	0.261594875472114	0.00143187094604969	0	0.143856195022352	0	0	0	0.074	0.132677233302835	1.03635565043492
TCGA-FX-A76Y	0	0.00257061540146976	0.00243791018680918	0.0570006710686182	0	0.189038775125419	0	0.0601543831960043	0.060001828012192	0.00375421519874511	0	0.0659543310077495	0.0031165136750876	0.0717968711109877	0.0446413608812898	0.189427061144476	0	0.0151893811299587	0.234916082861193	0	0	0	0.00700000000000001	0.289244688308208	0.966843672416631
TCGA-FX-A8OO	0.00368095260739104	0	0.00850269337765206	0.00495379373984638	0	0.164830753102714	0	0.0123153177856317	0.0876944746841474	0	0.044650258860368	0.0260541831545273	0.0431679334371276	0.255768020179153	0.0284226133535507	0.267837738587132	0.0152419118621123	0	0.0368793552686462	0	0	0	0.418	0.0231898885236864	1.092421366503
TCGA-HB-A2OT	0	0.00566580290252554	0.0013574310264772	0.00247471331757184	0	0	0.0325134694119259	0	0	0	0.0115746082042371	0	0	0.672347584373236	0.00145008829930095	0.191443768617529	0	0	0	0.0792594738351519	0	0.00191306001204498	0	0.796133632853538	0.609332011524031
TCGA-HB-A3L4	0.0281163830938406	0	0.0147753257640838	0.00527446957987566	0	0.0487979334061354	0	0.00340166997060874	0.0215070458146281	0	0.0283566193226058	0.00508969346370692	0	0.415331310440282	0.0145200274071179	0.382526389094642	0	0	0.0323031326424729	0	0	0	0.002	0.519727287334781	0.858019215010738
TCGA-HB-A3YV	0.0537398427991912	0	0	0.21029297838034	0	0.116320771149295	0	0.0836484893742918	0.123350448986648	0	0	0.0470300799018804	0.078146088443562	0.173035934868705	0.0923074009264373	0.0100052740683465	0	0.0101315840591358	0	0.00199110704216791	0	0	0.298	0.0442829301575201	1.09437282109365
TCGA-HB-A43Z	0.0152474195766414	0	0	0.0334896379052761	0	0.129179678261676	0	0.0223940830517814	0.00577690729453603	0	0	0.0271245019376251	0.0630843785537659	0.0621766222790606	0.0474522552988247	0.384522952042667	0.0012752878158021	0	0.208276275982344	0	0	0	0.198	0.0725373586997192	1.05982504071412
TCGA-HB-A5W3	0.0259228145288951	0	0.00205699116250497	0.0551695951887418	0	0.195029535117853	0	0	0.0171199318862575	0	0	0.0352164296359305	0.0495379638507801	0	0.0638212348295459	0.327419901830851	0.00979248368721031	0	0.218913118281429	0	0	0	0.021	0.215706144448378	0.995633518889905
TCGA-HS-A5N7	0.00504522251427653	0	0.0215598523024684	0.0454777005016138	0	0.213502814860508	0.0725152477831517	0.0198358727123295	0.0338763738620759	0	0	0	0.0387490499056504	0	0.0204804148108493	0.430655357702439	0.0133397388357086	0.00325040229496184	0.0810021014437848	0	0	0.000709850470182228	0.074	0.132791165259121	1.03167045344844
TCGA-HS-A5N8	0.0189330793384932	0	0.00104069636706366	0.0588484766677393	0	0.156577700874098	0.111710523669501	0.0225171085268751	0.00159379445877176	0	0.035942143703973	0	0.0993650841430134	0	0.0307153171337584	0.420487417219994	0	0	0.0422686578967202	0	0	0	0.126	0.09803400511133	1.0449601665055
TCGA-HS-A5N9	0	0.0265155059532232	0.0117609820941339	0	0	0.158787141336058	0.0388623839112593	0.0103293030597095	0.09568413909752	0	0.0366787798889968	0.0197673357463766	0	0.532126111755024	0	0.0247760047769943	0.00942924514977842	0	0.0342375722032887	0	0	0.00104549502763754	0.019	0.219062086213501	1.03340265529944
TCGA-HS-A5NA	0.0138845869349373	0	0	0.056605507445144	0	0.118547119979626	0.0580165734149703	0.0414311289033543	0.0766603550461168	0.0112386703282241	0	0.00523557571574882	0.0410765622805464	0.246093608041082	0.053161682928782	0.207206009612358	0.0112630475101439	0	0.0595795718589653	0	0	0	0.013	0.249515910256367	0.986553970529699
TCGA-IE-A3OV	0.0466224356616457	0	0.0553430114201329	0.121369789348002	0	0.150546924184635	0.0125055267355274	0.0295432997793903	0.109376043097624	0.00294742133646223	0	0	0.020077201202567	0.109861560095203	0.0999056750290067	0.188854578651031	0.0125536578293548	0	0.0404928756294174	0	0	0	0.03	0.189940477806424	1.009060804014
TCGA-IE-A4EH	0.0286235532009583	0	0	0.0205377591090686	0	0.282452274556322	0	0	0.0463036803999643	0	0.0335356154990826	0.0316304654861969	0.0159573550994323	0.0948647128214264	0.0730394905751681	0.280568562642447	0	0	0.0924865306099333	0	0	0	0.124	0.0990153609100878	1.0460447937655
TCGA-IE-A4EI	0	0.0363917751562301	0.00490916888705072	0.00574144678173185	0	0.128450168023759	0	0.00181874418212959	0.0520956780709484	0	0	0.0392389997851268	0.000907235548103157	0.117510377954333	0	0.521088403522447	0	0	0.0918480020881393	0	0	0	0.037	0.175658121595959	1.03189969987916
TCGA-IE-A4EJ	0.0571178955054647	0	0.0446235472121592	0.0790616359081526	0	0.179259595135124	0.00894081803495818	0.01898918698831	0.0832521929622875	0.0155762299137799	0.00108468545062702	0.00701684504387747	0.0113860967347811	0	0.142537331456685	0.300663628227274	0.00721952337853744	0.000120297643322235	0.0431504904046592	0	0	0	0.073	0.132961414540807	1.03698761034573
TCGA-IE-A4EK	0	0	0.0041741336127005	0.0956117174103078	0	0.19595703823863	0	0	0.0933606482143692	0	0.0182306723660141	0.0380964514621714	0.0271530120820298	0	0.0845736162303718	0.224047144935525	0.017154037651074	0	0.201641527796806	0	0	0	0.423	0.0221101826596363	1.07783353829903
TCGA-IE-A6BZ	5.38067990257314e-05	0	0.00221828808063646	0.0778594983608686	0	0.276335097535913	0.0348788906480037	0.00930264624982088	0.0624910944544918	0	0	0.0384217552079369	0.0065840488359039	0.0110230514414715	0.109849157552425	0.269324408153601	0.00255054082042485	0	0.0991077158594771	0	0	0	0.119	0.101278520435308	1.05159629702835
TCGA-IF-A3RQ	0.00587411484752861	0	0	0.0136916409781385	0	0.10981183056735	0	0	0.00997459081820043	0	0.0136189046539018	0.0280437873273049	0.182290206234403	0	0.0215067983225465	0.585454623836343	0	0	0.0297335024142837	0	0	0	0.0580000000000001	0.152852710618906	1.0514011876331
TCGA-IF-A4AJ	0.0277927090996029	0	0.0039394367646251	0.304702081052509	0	0.0413350780543693	0.0170365461768492	0.0364562447640214	0.0930723072457741	0	0	0	0.0785450050104753	0	0.139392379449294	0.208815751347914	0.0337098293562074	0	0.0152026316783587	0	0	0	0.005	0.34183768296048	0.947799740524131
TCGA-IF-A4AK	0.0590358220924846	0	0.0202831712863268	0.130955300919111	0	0.144185027958107	0	0.0451715777118128	0.0317089873852611	0	0	0.0110776409788185	0.00253116164108106	0.206120642355636	0.08523416161639	0.208973763609741	0	0	0.0547227424452297	0	0	0	0.029	0.191002268323435	1.01171207725586
TCGA-IS-A3K6	0.0296723757489405	0	0.0171709720675079	0.329073358686174	0	0.0773896680265137	0.0626891471506765	0.0916245754137925	0.112239796678461	0	0	0.0412287910341321	0.00621158695929127	0.0610351515009697	0.0474196455730226	0.118828970892565	0	0	0.00541596026795395	0	0	0	0.00800000000000001	0.281124918612518	0.989235937152132
TCGA-IS-A3K7	0	0.00311876655536821	0.0014709916971926	0.139120121657082	0	0.168342875296605	0	0.0623128346230087	0.143504968005164	0	0	0.0517764163371985	0.016873917779569	0.134222624501707	0.0616930436870382	0.208330748393449	0	0	0.00923269146661719	0	0	0	0.00600000000000001	0.321655999631351	0.959292603640321
